lrd,lrg,type,epochs,ticker,hid_g,hid_d,RMSE,MAE,SR_w scaled,PnL_w,Close-to-Open SR_w,Open-to-Close SR_w,Corr,Pos mn,Neg mn,narrow dist,narrow means dist,RMSE val,MAE val,PnL_w val,SR_w scaled val,Corr val,Pos mn val,Neg mn val
0.001,0.001,FlowFM,10,ECL,8,64,0.00955302082002163,0.005860630888491869,0.008060089043111732,0.00859486754094751,0.8106714494371731,-0.5110284243983524,0.04571988390724385,0.9517304189435337,0.0482695810564663,False,False,0.0072365109808743,0.004461505450308323,1.3248282860774194,1.1255381248615415,0.1276007476703793,0.9416590701914311,0.05834092980856882
0.001,0.001,FlowFM,10,IP,8,64,0.010835618712008,0.00706435227766633,0.08325239786983026,0.13910380698645483,0.35327087399007484,-0.07922828699228739,0.004071824985572968,0.42349726775956287,0.5765027322404371,False,False,0.008361230604350567,0.0056554037146270275,0.21303154026450466,0.216351940617641,0.0055964226349027825,0.39562443026435734,0.6043755697356427
0.001,0.001,FlowFM,10,DTE,8,64,0.009714348241686821,0.0051182955503463745,0.8857086725804527,1.8119450925301441,1.1213755844470412,0.42394500230416116,0.0565517681969353,0.5846994535519126,0.41530054644808745,False,False,0.003567966166883707,0.0023882403038442135,0.9877516751638171,1.5359865149745227,0.16657956006814767,0.6144029170464904,0.3855970829535096
0.001,0.001,FlowFM,10,WEC,8,64,0.007491824217140675,0.0044296057894825935,0.9282423054646606,1.8180804912277408,0.8456518212573324,0.7268327840951878,0.06303748160824701,0.4098360655737705,0.5901639344262295,False,False,0.0034943867940455675,0.0024538037832826376,0.5573262191194035,1.7352940022703083,0.10261936710351181,0.34092980856882404,0.659070191431176
0.001,0.001,FlowFM,10,XLY,8,64,0.011659291572868824,0.007496802601963282,-1.2787439215079286,-2.732155857984323,-1.0801440153573183,-0.9611873104480061,-0.14745799683127625,0.46357012750455373,0.5364298724954463,False,False,0.0075070420280098915,0.0051347739063203335,-0.12851024221588117,-0.22008856350226114,-0.020528053346284457,0.5095715587967183,0.49042844120328166
0.001,0.001,FlowFM,10,XLP,8,64,0.008943801745772362,0.0051208860240876675,0.8639580401024045,2.340821415827167,1.172457457753783,-0.01169212656528469,0.12104670336987662,0.2668488160291439,0.7331511839708561,False,False,0.0055817062966525555,0.003922884352505207,-0.2047837244577869,-0.3914570869054852,-0.018310780917667,0.27438468550592526,0.7256153144940748
0.001,0.001,FlowFM,10,XLE,8,64,0.019170308485627174,0.013040262274444103,0.5327900327249886,2.9965705593644163,0.17874306796815284,0.7126014398765369,0.08899832436556297,0.5200364298724954,0.47996357012750457,False,False,0.008733054623007774,0.006432490888983011,0.26634132306356606,0.3139710371580239,0.017250575752612556,0.5104831358249772,0.48951686417502277
0.001,0.001,FlowFM,10,XLF,8,64,0.014620923437178135,0.00912579894065857,-0.2358702026039947,-0.693343178224911,-0.738233894912883,0.8332697635081865,0.021182602008660387,0.14663023679417123,0.8533697632058288,False,False,0.008219809271395206,0.006018184591084719,-0.5780260032994577,-0.6210518385576604,-0.022486547480858057,0.105742935278031,0.894257064721969
0.001,0.001,FlowFM,10,XLV,8,64,0.009743552654981613,0.005864150356501341,0.16489348327298692,0.33010721320662995,0.3435709237468538,-0.08842837667875715,0.02094791128978876,0.3679417122040073,0.6320582877959927,False,False,0.0068478393368422985,0.004705385304987431,-0.09980280180699634,-0.1446696876855446,0.008590736462126772,0.3828623518687329,0.6171376481312671
0.001,0.001,FlowFM,10,XLI,8,64,0.012301665730774403,0.007689569145441055,-0.2405010816357917,-0.5884850839600781,-0.04947349784305895,-0.43649674424185075,0.013881406108152129,0.14025500910746813,0.8597449908925319,False,False,0.007787177339196205,0.0055154734291136265,-0.15706282960808407,-0.2604742270082446,-0.009972085850483689,0.08477666362807658,0.9152233363719234
0.001,0.001,FlowFM,10,XLK,8,64,0.013207171112298965,0.008268448524177074,0.04632008211935956,0.12042182932297389,-0.5844054212691285,1.1843853491628618,-0.02874330612310607,0.8506375227686703,0.1493624772313297,False,False,0.008940251544117928,0.00610876502469182,1.4842285600076193,1.3428195685312796,0.07676583520340734,0.8896991795806746,0.11030082041932543
0.001,0.001,FlowFM,10,XLB,8,64,0.012583605013787746,0.0076994565315544605,1.4930764486576384,2.913582567424125,0.7315657892243569,0.7378928374178697,0.11607079815864624,0.6612021857923497,0.33879781420765026,False,False,0.0075316173024475574,0.005275146570056677,0.1660743245012025,0.3239773684283408,0.014807404373294406,0.6918869644484958,0.3081130355515041
0.001,0.001,FlowFM,10,XLU,8,64,0.01189726684242487,0.00683690095320344,-0.8548926494124185,-3.190642445275258,-0.312275129655444,-0.892279056283665,-0.12081547633277086,0.31876138433515483,0.6812386156648452,False,False,0.005984900984913111,0.0040602292865514755,0.16667547821828646,0.4880281894884757,0.031512481258478414,0.2689152233363719,0.731084776663628
